35.772908,-78.675712
35.772945288962816,-78.67568113795058
35.77298257791775,-78.6756502758722
35.7730198668648,-78.67561941376488
35.77305715580396,-78.67558855162862
35.77309444473524,-78.67555768946342
35.77313173365864,-78.67552682726927
35.77316902257414,-78.67549596504617
35.773206311481765,-78.67546510279413
35.773243600381505,-78.67543424051316
35.773280889273366,-78.67540337820323
35.773318178157346,-78.67537251586437
35.773355467033426,-78.67534165349655
35.773392755901625,-78.67531079109979
35.773430044761945,-78.6752799286741
35.773465,-78.675251
