A,B,K,J,M,N,O,P,Q,R,U,I,H,F,G
A,B,K,J,M,N,O,P,Q,R,S,T,U,I,H,F,G
A,B,K,J,M,U,I,H,F,G
A,B,K,J,I,H,F,G
A,B,C,D,E,F,G
